SortChem_#,Site,Date,Depth (m),Corrected_Chl_ug/l,Total_Chl_ug/l,Pheo_ug/l,NH4OPA_uM,NH4 Indol_uM,PO4_uM,NO3_uM,TDN_uM,TN_uM,TP_uM,TDP_uM,PP-ug/l,PP_uM,PN-ug/l,PN_uM,PC-ug/l,PC_uM,DOC_uM,DIC_uM,Alk_meqL,SO4_uM,Cl_uM,Ca_uM,Mg_uM,Na_uM,K_uM,Si_uM,Notes
2010-2035,I3,13-Jul-2010,3,1.02,1.18,0.31,0.091,.,0.023,0.081,12.400,16.662,.,0.060,.,.,59.7,4.26,529.29,44.07,445,278,0.229,.,.,.,.,.,.,.,
2010-2036,I4,13-Jul-2010,1,1.31,1.49,0.36,0.449,.,0.058,0.014,14.600,19.659,.,0.070,.,.,70.9,5.06,600.72,50.01,478,246,0.219,.,.,.,.,.,.,.,
2010-2037,I4,13-Jul-2010,4,1.96,2.28,0.63,0.085,.,0.054,0.341,14.800,20.439,.,0.060,.,.,79.0,5.64,638.15,53.13,478,272,0.222,.,.,.,.,.,.,.,
2010-2038,I4,13-Jul-2010,6,1.64,2.03,0.75,0.077,.,0.061,0.022,17.400,23.039,.,0.090,.,.,79.0,5.64,674.89,56.19,462,554,0.223,.,.,.,.,.,.,.,
2010-2039,I5,13-Jul-2010,1,0.75,0.85,0.19,0.103,.,0.062,0.026,13.100,15.883,.,0.025,.,.,39.0,2.78,294.86,24.55,466,230,0.204,.,.,.,.,.,.,.,
2010-2040,I5,13-Jul-2010,5,0.92,1.13,0.41,0.073,.,0.019,0.000,12.500,16.118,.,0.010,.,.,50.7,3.62,340.88,28.38,458,297,0.197,.,.,.,.,.,.,.,
2010-2041,I5,13-Jul-2010,8,1.25,1.69,0.85,0.175,.,0.020,0.032,12.300,15.591,.,0.050,.,.,46.1,3.29,367.15,30.57,452,443,0.196,.,.,.,.,.,.,.,
2010-2042,I6 Headwaters Lake,13-Jul-2010,1,0.46,0.51,0.11,0.130,.,0.029,0.000,11.600,13.586,.,0.030,.,.,27.8,1.99,228.76,19.05,366,952,0.924,.,.,.,.,.,.,.,
2010-2043,I6 Headwaters Lake,13-Jul-2010,5,0.70,0.81,0.20,0.089,.,0.034,0.000,11.200,13.621,.,0.030,.,.,33.9,2.42,271.68,22.62,367,1125,0.948,.,.,.,.,.,.,.,
2010-2044,I6 Headwaters Lake,13-Jul-2010,6,0.74,0.93,0.39,0.602,.,0.032,0.034,11.800,14.402,.,0.020,.,.,36.4,2.60,309.12,25.74,363,1242,0.985,.,.,.,.,.,.,.,
2010-2054,I Swamp,14-Jul-2010,1,0.99,1.14,0.30,0.195,.,0.065,0.684,14.200,16.693,.,0.040,.,.,34.9,2.49,263.79,21.96,417,563,0.508,.,.,.,.,.,.,.,
2010-2055,I Swamp,14-Jul-2010,3,1.00,1.16,0.31,0.145,.,0.044,0.675,12.800,15.366,.,0.020,.,.,35.9,2.57,270.82,22.55,412,590,0.516,.,.,.,.,.,.,.,
2010-2045,I6,14-Jul-2010,1,0.85,0.96,0.23,0.081,.,0.026,0.000,13.200,15.403,.,0.010,.,.,30.9,2.20,226.01,18.82,436,411,0.383,.,.,.,.,.,.,.,
2010-2046,I6,14-Jul-2010,5,1.61,1.81,0.38,0.135,.,0.037,0.140,12.600,15.311,.,0.050,.,.,38.0,2.71,262.07,21.82,433,512,0.382,.,.,.,.,.,.,.,
2010-2047,I6,14-Jul-2010,12,0.69,0.94,0.48,1.657,.,0.049,0.716,13.900,18.787,.,0.040,.,.,68.4,4.89,445.62,37.10,423,671,0.414,.,.,.,.,.,.,.,
2010-2048,I7,14-Jul-2010,1,0.83,0.93,0.20,0.099,.,0.034,0.020,11.100,13.630,.,0.010,.,.,35.4,2.53,255.71,21.29,417,432,0.403,.,.,.,.,.,.,.,
2010-2049,I7,14-Jul-2010,5,1.42,1.63,0.41,0.083,.,0.051,0.048,11.200,14.237,.,0.040,.,.,42.5,3.04,295.21,24.58,412,533,0.384,.,.,.,.,.,.,.,
2010-2050,I7,14-Jul-2010,10,1.61,2.08,0.92,1.451,.,0.064,0.298,15.400,18.764,.,0.060,.,.,47.1,3.36,315.30,26.25,400,758,0.461,.,.,.,.,.,.,.,
2010-2051,I8,14-Jul-2010,1,1.85,2.10,0.49,0.185,.,0.093,0.125,17.100,21.343,.,0.050,.,.,59.4,4.24,424.29,35.33,415,778,0.750,.,.,.,.,.,.,.,
2010-2052,I8,14-Jul-2010,5,3.05,3.53,0.94,0.220,.,0.098,0.130,13.200,18.458,.,0.040,.,.,73.7,5.26,503.50,41.92,421,856,0.703,.,.,.,.,.,.,.,
2010-2053,I8,14-Jul-2010,7,3.41,4.25,1.65,0.146,.,0.044,0.130,13.400,19.142,.,0.030,.,.,80.4,5.74,542.65,45.18,389,935,0.679,.,.,.,.,.,.,.,
2010-0546,NE14,15-Jul-2010,1,.,.,.,0.120,.,0.000,0.000,7.100,.,.,0.270,.,0.14,15.7,.,186.80,.,199,1647,1.790,.,.,846.80,213.00,25.80,16.72,17.5,
2010-0547,NE14,15-Jul-2010,7,.,.,.,0.070,.,0.050,0.130,6.900,.,.,0.040,.,0.12,15,.,178.10,.,198,1673,1.851,.,.,856.30,215.20,26.30,17.26,18.1,
2010-0545,NE14,15-Jul-2010,12,.,.,.,0.130,.,0.000,0.060,7.400,.,.,0.020,.,0.18,35.7,.,337.60,.,198,1634,1.997,.,.,915.00,229.40,28.60,18.06,20.7,
2010-0280,Toolik Main,16-Jul-2010,0,0.95,1.09,0.28,0.574,.,0.024,0.184,11.200,14.525,.,0.013,.,.,46.6,3.33,329.24,27.41,372,682,0.660,.,.,.,.,.,.,.,
2010-0281,Toolik Main,16-Jul-2010,1,0.99,1.14,0.28,0.562,.,0.023,0.062,10.600,12.881,.,0.026,.,.,32.0,2.28,257.93,21.47,368,673,0.663,.,.,.,.,.,.,.,
2010-0282,Toolik Main,16-Jul-2010,3,0.99,1.14,0.28,0.109,.,0.020,0.121,9.900,12.475,.,0.001,.,.,36.1,2.57,287.00,23.90,363,689,0.667,.,.,.,.,.,.,.,
2010-0283,Toolik Main,16-Jul-2010,5,1.01,1.17,0.31,0.118,.,0.014,0.000,9.800,12.220,.,0.013,.,.,33.9,2.42,285.01,23.73,363,704,0.676,.,.,.,.,.,.,.,
2010-0284,Toolik Main,16-Jul-2010,8,2.20,2.66,0.90,0.119,.,0.027,0.108,9.700,13.000,.,0.001,.,.,46.2,3.30,343.71,28.62,367,800,0.669,.,.,.,.,.,.,.,
2010-0285,Toolik Main,16-Jul-2010,12,1.54,2.02,0.92,0.391,.,0.028,1.118,11.700,14.633,.,0.026,.,.,41.1,2.93,312.03,25.98,374,875,0.690,.,.,.,.,.,.,.,
2010-0286,Toolik Main,16-Jul-2010,16,0.63,0.90,0.53,0.811,.,0.029,1.837,12.800,14.999,.,0.013,.,.,30.8,2.20,286.04,23.82,377,869,0.673,.,.,.,.,.,.,.,
2010-0287,Toolik Main,16-Jul-2010,20,0.57,0.86,0.57,0.733,.,0.021,1.951,12.600,14.946,.,0.001,.,.,32.9,2.35,276.40,23.01,375,894,0.685,.,.,.,.,.,.,.,
2010-0281.1,Toolik Main - Dup,16-Jul-2010,1,0.99,1.13,0.27,0.228,.,0.041,1.851,.,.,.,0.013,.,.,34.7,2.48,287.92,23.97,.,.,.,.,.,.,.,.,.,.,
2010-0118,E5,19-Jul-2010,0,5.35,6.24,1.72,0.782,.,0.027,0.233,13.800,22.089,.,0.120,.,.,116.1,8.29,927.74,77.24,434,134,0.098,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2010-0119,E5,19-Jul-2010,1,5.10,5.91,1.57,0.586,.,0.064,0.101,13.200,20.608,.,0.090,.,.,103.8,7.41,785.89,65.43,428,130,0.091,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2010-0120,E5,19-Jul-2010,3,5.33,6.09,1.48,0.185,.,0.010,0.183,11.100,19.242,.,0.070,.,.,114.0,8.14,891.93,74.26,426,132,0.092,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2010-0121,E5,19-Jul-2010,5,4.42,5.22,1.55,0.224,.,0.034,0.060,14.300,20.680,.,0.040,.,.,89.4,6.38,697.40,58.06,432,386,0.097,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2010-0122,E5,19-Jul-2010,8,1.90,2.54,1.23,0.240,.,0.052,0.134,11.000,15.399,.,0.135,.,.,61.6,4.40,526.63,43.85,441,476,0.108,.,.,.,.,.,.,.,
2010-0123,E5,19-Jul-2010,10,1.06,1.76,1.37,0.267,.,0.047,0.000,10.700,14.438,.,0.130,.,.,52.4,3.74,512.17,42.64,438,487,0.110,.,.,.,.,.,.,.,
2010-0124,E6,19-Jul-2010,0,2.29,2.71,0.83,0.344,.,0.000,0.090,13.500,22.229,.,0.122,.,.,122.3,8.73,1261.02,104.99,488,88,0.070,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2010-0125,E6,19-Jul-2010,1,2.22,2.61,0.75,0.401,.,0.000,0.110,13.000,20.408,.,0.159,.,.,103.8,7.41,1173.57,97.71,488,127,0.097,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2010-0126,E6,19-Jul-2010,2,2.39,2.82,0.85,0.835,.,0.002,0.052,14.100,22.682,.,0.134,.,.,120.2,8.58,1256.20,104.59,489,44,0.096,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2010-2136,S11,21-Jul-2010,0,1.07,1.14,0.14,0.147,.,0.035,0.006,13.200,16.753,.,0.140,.,.,49.8,3.55,486.09,40.47,379,2175,2.156,.,.,.,.,.,.,.,
2010-2137,S11,21-Jul-2010,1,1.29,1.38,0.18,0.129,.,0.037,0.000,12.800,16.908,.,0.140,.,.,57.5,4.11,534.62,44.51,380,2177,2.158,.,.,.,.,.,.,.,
2010-2138,S11,21-Jul-2010,3,1.28,1.37,0.18,0.191,.,0.044,0.000,12.600,16.891,.,0.120,.,.,60.1,4.29,525.16,43.72,375,2180,2.162,.,.,.,.,.,.,.,
2010-2139,S11,21-Jul-2010,5,1.78,1.94,0.31,0.174,.,0.041,0.000,15.100,19.208,.,0.130,.,.,57.5,4.11,532.21,44.31,429,3065,2.905,.,.,.,.,.,.,.,
2010-2140,S11,21-Jul-2010,8,2.09,2.32,0.45,2.535,.,0.044,0.000,20.300,24.260,.,0.110,.,.,55.5,3.96,419.03,34.89,705,3992,3.445,.,.,.,.,.,.,.,
2010-2141,S11,21-Jul-2010,10,3.57,5.21,3.21,6.274,.,0.055,0.000,23.600,33.869,.,0.070,.,.,143.8,10.27,976.24,81.28,634,4001,3.562,.,.,.,.,.,.,.,
2010-2142,S6,21-Jul-2010,0,0.64,0.72,0.16,0.525,.,0.036,0.000,10.100,13.360,.,0.050,.,.,45.7,3.26,367.03,30.56,311,2163,2.162,.,.,.,.,.,.,.,
2010-2143,S6,21-Jul-2010,1,0.67,0.74,0.14,0.258,.,0.018,0.000,10.400,13.562,.,0.040,.,.,44.3,3.16,353.72,29.45,382,2167,2.165,.,.,.,.,.,.,.,
2010-2144,S6,21-Jul-2010,3,0.75,0.78,0.07,0.370,.,0.030,0.000,9.500,12.303,.,0.020,.,.,39.3,2.80,340.71,28.37,316,2167,2.163,.,.,.,.,.,.,.,
2010-2145,S6,21-Jul-2010,5,0.70,0.78,0.16,0.213,.,0.019,0.143,9.500,12.792,.,0.020,.,.,46.1,3.29,394.58,32.85,388,2180,2.176,.,.,.,.,.,.,.,
2010-2146,S6,21-Jul-2010,7,1.66,2.09,0.83,0.233,.,0.038,0.000,10.700,15.199,.,0.010,.,.,63.0,4.50,523.42,43.58,401,2218,2.202,.,.,.,.,.,.,.,
2010-2147,S7,21-Jul-2010,0,0.29,0.33,0.07,0.419,.,0.033,1.687,12.000,13.857,.,0.010,.,.,26.0,1.86,220.44,18.35,403,2317,2.292,.,.,.,.,.,.,.,
2010-2148,S7,21-Jul-2010,1,0.31,0.35,0.07,0.376,.,0.041,1.797,10.500,14.478,.,0.010,.,.,55.7,3.98,386.31,32.16,352,2317,2.289,.,.,.,.,.,.,.,
2010-2149,S7,21-Jul-2010,2,0.30,0.34,0.08,0.303,.,0.031,2.433,11.000,14.553,.,0.000,.,.,49.8,3.55,357.24,29.74,380,2351,2.310,.,.,.,.,.,.,.,
2010-2184,Field Blank,22-Jul-2010,.,0.00,0.00,0.01,0.055,.,0.016,0.108,7.500,7.530,.,.,.,.,0.4,0.03,45.38,3.78,60,.,1.680,.,.,.,.,.,.,.,
2010-0555,NE14,22-Jul-2010,1,.,.,.,0.840,.,0.120,0.030,9.500,.,.,0.120,.,0.16,29.3,.,241.90,.,206,882,1.810,.,.,852.90,221.80,26.70,16.98,17.8,
2010-0556,NE14,22-Jul-2010,10,.,.,.,0.190,.,0.000,0.010,7.700,.,.,0.050,.,0.13,21.1,.,191.40,.,201,1731,1.927,.,.,905.90,228.60,28.30,17.94,18.3,
2010-0557,NE14,22-Jul-2010,16,.,.,.,0.580,.,0.010,0.050,7.800,.,.,0.050,.,0.15,39,.,280.90,.,197,1155,2.114,.,.,996.70,253.60,31.50,19.15,25.1,
2010-2156,NE9B,22-Jul-2010,0,0.92,1.04,0.24,0.608,.,0.009,0.264,14.900,18.164,.,0.080,.,.,45.7,3.26,351.97,29.30,511,2037,2.010,.,.,.,.,.,.,.,
2010-2157,NE9B,22-Jul-2010,1,0.87,0.98,0.22,0.626,.,0.011,0.153,14.300,17.343,.,0.030,.,.,42.6,3.04,319.61,26.61,405,2042,2.010,.,.,.,.,.,.,.,
2010-2158,NE9B,22-Jul-2010,3,1.04,1.18,0.27,0.558,.,0.024,0.457,14.800,17.550,.,0.050,.,.,38.5,2.75,317.71,26.45,491,2046,2.008,.,.,.,.,.,.,.,
2010-2159,NE9B,22-Jul-2010,5,1.68,2.33,1.26,1.389,.,0.067,0.606,18.800,23.128,.,0.100,.,.,60.6,4.33,464.73,38.69,515,3555,3.210,.,.,.,.,.,.,.,
2010-0296,Toolik Main,23-Jul-2010,0,0.89,1.02,0.26,0.684,.,0.004,0.115,10.200,12.905,.,.,.,.,37.9,2.71,311.95,25.97,363,698,0.671,.,.,.,.,.,.,.,
2010-0297,Toolik Main,23-Jul-2010,1,0.93,1.07,0.27,0.453,.,0.013,0.177,9.800,12.668,.,.,.,.,40.2,2.87,303.68,25.28,359,701,0.672,.,.,.,.,.,.,.,
2010-0298,Toolik Main,23-Jul-2010,3,0.92,1.04,0.24,0.198,.,0.016,0.107,9.400,12.953,.,.,.,.,49.8,3.55,374.38,31.17,361,711,0.682,.,.,.,.,.,.,.,
2010-0299,Toolik Main,23-Jul-2010,5,0.94,1.07,0.26,0.104,.,0.020,0.129,10.000,12.966,.,.,.,.,41.5,2.97,312.56,26.02,368,708,0.680,.,.,.,.,.,.,.,
2010-0300,Toolik Main,23-Jul-2010,8,1.45,1.71,0.50,0.194,.,0.010,0.297,10.300,13.560,.,.,.,.,45.7,3.26,330.00,27.48,363,787,0.681,.,.,.,.,.,.,.,
2010-0301,Toolik Main,23-Jul-2010,12,1.69,2.03,0.67,0.310,.,0.014,0.609,10.700,13.764,.,.,.,.,42.9,3.06,312.25,26.00,373,842,0.659,.,.,.,.,.,.,.,
2010-0302,Toolik Main,23-Jul-2010,16,0.84,1.13,0.56,0.680,.,0.022,1.567,11.800,14.081,.,.,.,.,32.0,2.28,279.96,23.31,371,880,0.672,.,.,.,.,.,.,.,
2010-0303,Toolik Main,23-Jul-2010,19,0.66,0.93,0.53,0.847,.,0.023,1.833,13.300,16.233,.,.,.,.,41.1,2.93,325.72,27.12,373,911,0.683,.,.,.,.,.,.,.,
2010-0297.1,Toolik Main - Dup,23-Jul-2010,1,0.89,1.01,0.25,0.330,.,0.017,0.108,.,.,.,.,.,.,35.2,2.51,278.89,23.22,.,.,.,.,.,.,.,.,.,.,
2010-2094,Fog 2,26-Jul-2010,0,0.38,0.41,0.05,0.355,.,0.039,0.068,9.600,10.968,.,0.050,.,.,19.2,1.37,200.24,16.67,280,1426,1.414,.,.,.,.,.,.,.,
2010-2095,Fog 2,26-Jul-2010,1,0.36,0.40,0.06,0.574,.,0.028,0.000,10.400,12.127,.,0.070,.,.,24.2,1.73,214.62,17.87,277,1415,1.402,.,.,.,.,.,.,.,
2010-2096,Fog 2,26-Jul-2010,3,0.39,0.43,0.06,0.112,.,0.019,0.000,9.400,11.029,.,0.070,.,.,22.8,1.63,245.08,20.40,276,1419,1.407,.,.,.,.,.,.,.,
2010-2097,Fog 2,26-Jul-2010,5,0.41,0.42,0.03,0.096,.,0.031,0.000,9.500,11.488,.,0.030,.,.,27.8,1.99,239.57,19.95,277,1417,1.405,.,.,.,.,.,.,.,
2010-2098,Fog 2,26-Jul-2010,8,0.84,0.92,0.15,0.187,.,0.029,0.068,10.800,13.212,.,0.020,.,.,33.8,2.41,276.44,23.02,286,1557,1.507,.,.,.,.,.,.,.,
2010-2099,Fog 2,26-Jul-2010,12,1.90,2.07,0.33,1.165,.,0.026,0.183,11.700,14.732,.,0.060,.,.,42.5,3.03,356.48,29.68,291,2008,1.713,.,.,.,.,.,.,.,
2010-2100,Fog 2,26-Jul-2010,16,1.53,1.66,0.26,8.279,.,0.040,0.917,17.900,20.613,.,0.050,.,.,38.0,2.71,308.76,25.71,282,2164,1.758,.,.,.,.,.,.,.,
2010-2101,Fog 4,26-Jul-2010,0,2.73,2.93,0.39,0.444,.,0.035,0.055,20.200,27.390,.,0.170,.,.,100.7,7.19,903.11,75.19,547,1016,0.995,.,.,.,.,.,.,.,
2010-2102,Fog 4,26-Jul-2010,1,2.81,2.86,0.08,0.142,.,0.041,0.000,17.700,24.058,.,0.150,.,.,89.1,6.36,865.24,72.04,540,1016,0.994,.,.,.,.,.,.,.,
2010-2103,Fog 4,26-Jul-2010,3,3.91,4.40,0.95,0.202,.,0.047,0.000,18.600,26.279,.,0.180,.,.,107.6,7.68,949.94,79.09,549,1063,0.991,.,.,.,.,.,.,.,
2010-0127,E5,28-Jul-2010,0,5.12,5.69,1.11,0.431,.,0.060,0.071,12.200,19.388,.,0.122,.,.,100.7,7.19,779.69,64.92,447,110,0.092,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2010-0128,E5,28-Jul-2010,1,5.63,6.25,1.21,0.582,.,0.063,0.227,11.900,20.042,.,0.086,.,.,114.0,8.14,891.59,74.23,446,112,0.090,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2010-0129,E5,28-Jul-2010,3,5.29,5.87,1.12,0.230,.,0.041,0.285,11.200,18.902,.,0.098,.,.,107.9,7.70,841.32,70.05,444,123,0.097,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2010-0130,E5,28-Jul-2010,5,4.70,5.44,1.45,0.243,.,0.043,0.159,10.500,17.174,.,0.086,.,.,93.5,6.67,705.32,58.72,441,185,0.092,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2010-0131,E5,28-Jul-2010,8,2.37,3.08,1.39,0.333,.,0.066,0.022,11.000,16.133,.,0.122,.,.,71.9,5.13,564.50,47.00,433,493,0.108,.,.,.,.,.,.,.,
2010-0132,E5,28-Jul-2010,10,1.50,2.17,1.29,0.302,.,0.087,0.164,11.000,17.454,.,0.146,.,.,90.4,6.45,739.41,61.56,433,499,0.111,.,.,.,.,.,.,.,
2010-0133,E6,28-Jul-2010,0,2.81,3.07,0.50,0.395,.,0.031,0.107,14.800,22.355,.,0.146,.,.,105.8,7.55,978.35,81.46,509,118,0.094,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2010-0134,E6,28-Jul-2010,1,2.81,3.31,0.97,0.281,.,0.034,0.161,13.700,22.943,.,0.146,.,.,129.5,9.24,1534.40,127.75,508,122,0.094,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2010-0135,E6,28-Jul-2010,2,2.71,2.99,0.55,0.262,.,0.033,0.089,.,.,.,0.159,.,.,109.9,7.85,991.43,82.55,.,122,0.092,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2010-0566,NE14,29-Jul-2010,1,.,.,.,0.150,.,0.060,0.080,7.100,.,.,0.100,.,0.15,12.2,.,109.20,.,198,1484,1.808,.,.,868.90,218.90,26.70,17.32,17.1,
2010-0567,NE14,29-Jul-2010,8,.,.,.,0.310,.,0.050,0.010,7.300,.,.,0.060,.,0.14,17.5,.,148.80,.,194,1623,1.862,.,.,870.90,224.30,27.60,17.61,17.5,
2010-0565,NE14,29-Jul-2010,14,.,.,.,0.200,.,0.050,0.160,6.800,.,.,0.070,.,0.20,18.7,.,140.90,.,195,1165,2.067,.,.,977.50,249.80,30.60,18.75,23.0,
2010-0312,Toolik Main,30-Jul-2010,0,1.10,1.22,0.24,0.283,.,0.007,0.105,10.800,13.799,.,.,.,.,42.0,3.00,306.28,25.50,367,721,0.693,.,.,.,.,.,.,.,
2010-0313,Toolik Main,30-Jul-2010,1,1.16,1.26,0.21,0.332,.,0.000,0.087,10.300,14.734,.,.,.,.,62.1,4.43,415.39,34.58,364,718,0.690,.,.,.,.,.,.,.,
2010-0314,Toolik Main,30-Jul-2010,3,1.23,1.33,0.18,0.189,.,0.014,0.082,9.700,12.699,.,.,.,.,42.0,3.00,310.11,25.82,362,719,0.691,.,.,.,.,.,.,.,
2010-0315,Toolik Main,30-Jul-2010,5,1.00,1.08,0.17,0.145,.,0.016,0.114,10.200,12.971,.,.,.,.,38.8,2.77,296.34,24.67,361,714,0.684,.,.,.,.,.,.,.,
2010-0316,Toolik Main,30-Jul-2010,8,1.34,1.49,0.29,0.370,.,0.016,0.125,10.800,13.473,.,.,.,.,37.4,2.67,282.72,23.54,363,729,0.657,.,.,.,.,.,.,.,
2010-0317,Toolik Main,30-Jul-2010,12,1.30,1.57,0.54,0.410,.,0.023,0.911,10.800,13.766,.,.,.,.,41.5,2.97,291.59,24.28,369,864,0.669,.,.,.,.,.,.,.,
2010-0318,Toolik Main,30-Jul-2010,16,0.72,0.98,0.50,0.754,.,0.027,1.754,12.100,14.283,.,.,.,.,30.6,2.18,250.74,20.88,369,898,0.674,.,.,.,.,.,.,.,
2010-0319,Toolik Main,30-Jul-2010,20,0.64,0.90,0.51,0.851,.,0.031,1.869,12.700,14.883,.,.,.,.,30.6,2.18,262.67,21.87,370,921,0.683,.,.,.,.,.,.,.,
2010-0313.1,Toolik Main - Dup,30-Jul-2010,1,1.19,1.28,0.19,0.111,.,0.000,0.059,.,.,.,.,.,.,49.8,3.55,352.19,29.32,.,.,.,.,.,.,.,.,.,.,
2010-2120,N1,02-Aug-2010,0,1.17,1.30,0.26,0.219,.,0.044,0.591,13.900,18.044,.,0.080,.,.,58.0,4.14,385.20,32.07,396,1176,1.160,.,.,.,.,.,.,.,
2010-2121,N1,02-Aug-2010,1,1.22,1.35,0.26,0.080,.,0.015,0.453,13.000,16.983,.,0.090,.,.,55.8,3.98,382.74,31.87,397,1175,1.159,.,.,.,.,.,.,.,
2010-2122,N1,02-Aug-2010,3,1.45,1.59,0.27,0.167,.,0.017,0.334,12.600,16.486,.,0.110,.,.,54.4,3.89,377.52,31.43,388,1174,1.157,.,.,.,.,.,.,.,
2010-2123,N1,02-Aug-2010,5,2.20,2.39,0.39,0.048,.,0.003,0.000,13.300,17.767,.,0.060,.,.,62.6,4.47,425.59,35.43,390,1200,1.165,.,.,.,.,.,.,.,
2010-2124,N1,02-Aug-2010,8,4.08,4.63,1.06,0.105,.,0.013,0.241,14.700,19.877,.,0.030,.,.,72.5,5.18,453.69,37.77,424,1691,1.507,.,.,.,.,.,.,.,
2010-2125,N1,02-Aug-2010,11,3.72,4.25,1.02,0.127,.,0.014,0.143,13.900,18.883,.,0.060,.,.,69.8,4.98,442.02,36.80,409,2092,1.623,.,.,.,.,.,.,.,
2010-2126,N2 Fert,02-Aug-2010,0,0.54,0.60,0.12,0.173,.,0.032,0.192,12.700,14.557,.,0.070,.,.,26.0,1.86,210.65,17.54,412,1719,1.701,.,.,.,.,.,.,.,
2010-2127,N2 Fert,02-Aug-2010,1,0.51,0.57,0.12,0.126,.,0.041,0.241,11.700,13.361,.,0.120,.,.,23.3,1.66,212.79,17.72,402,1724,1.706,.,.,.,.,.,.,.,
2010-2128,N2 Fert,02-Aug-2010,3,0.56,0.62,0.11,0.159,.,0.023,0.199,12.000,13.564,.,0.140,.,.,21.9,1.56,205.29,17.09,401,1722,1.699,.,.,.,.,.,.,.,
2010-2129,N2 Fert,02-Aug-2010,5,1.38,1.51,0.25,0.121,.,0.037,0.265,13.500,16.075,.,0.070,.,.,36.1,2.57,281.04,23.40,436,2198,2.053,.,.,.,.,.,.,.,
2010-2130,N2 Fert,02-Aug-2010,8,1.12,1.33,0.41,1.825,.,0.043,1.292,16.300,19.168,.,0.060,.,.,40.2,2.87,309.50,25.77,452,2842,2.417,.,.,.,.,.,.,.,
2010-2131,N2 Ref,02-Aug-2010,0,0.53,0.60,0.12,0.089,.,0.019,0.230,13.800,15.461,.,0.180,.,.,23.3,1.66,198.86,16.56,418,1721,1.701,.,.,.,.,.,.,.,
2010-2132,N2 Ref,02-Aug-2010,1,0.54,0.58,0.08,0.214,.,0.018,0.322,12.000,13.824,.,0.080,.,.,25.6,1.82,201.77,16.80,406,1712,1.692,.,.,.,.,.,.,.,
2010-2133,N2 Ref,02-Aug-2010,3,0.57,0.65,0.15,0.109,.,0.021,0.175,11.700,13.524,.,0.110,.,.,25.6,1.82,217.53,18.11,402,1733,1.705,.,.,.,.,.,.,.,
2010-2134,N2 Ref,02-Aug-2010,5,0.98,1.13,0.28,0.127,.,0.045,0.218,13.900,16.736,.,0.130,.,.,39.7,2.84,299.09,24.90,439,2051,1.909,.,.,.,.,.,.,.,
2010-2135,N2 Ref,02-Aug-2010,6,1.28,1.46,0.36,0.573,.,0.056,0.272,14.000,16.999,.,0.110,.,.,42.0,3.00,333.98,27.81,444,2606,2.265,.,.,.,.,.,.,.,
2010-2150,E1,04-Aug-2010,0,0.97,1.05,0.16,0.578,.,0.070,0.218,16.200,20.172,.,.,.,.,55.6,3.97,362.85,30.21,355,827,0.793,.,.,.,.,.,.,.,
2010-2151,E1,04-Aug-2010,1,0.97,1.05,0.15,0.231,.,0.023,0.072,11.200,15.245,.,.,.,.,56.7,4.04,375.12,31.23,380,825,0.789,.,.,.,.,.,.,.,
2010-2152,E1,04-Aug-2010,3,1.09,1.21,0.23,0.249,.,0.025,0.405,10.300,14.127,.,.,.,.,53.6,3.83,357.84,29.79,383,858,0.793,.,.,.,.,.,.,.,
2010-2153,E1,04-Aug-2010,5,1.56,1.71,0.29,0.219,.,0.024,0.412,12.100,15.963,.,.,.,.,54.1,3.86,372.36,31.00,390,902,0.799,.,.,.,.,.,.,.,
2010-2154,E1,04-Aug-2010,8,3.11,3.44,0.64,0.954,.,0.035,0.383,10.400,14.649,.,.,.,.,59.5,4.25,427.72,35.61,345,1427,0.930,.,.,.,.,.,.,.,
2010-2155,E1,04-Aug-2010,10,1.46,1.50,0.00,5.372,.,0.033,1.491,15.600,18.106,.,.,.,.,35.1,2.51,224.93,18.73,320,1675,1.069,.,.,.,.,.,.,.,
2010-0328,Toolik Main,05-Aug-2010,0,0.97,1.08,0.20,0.575,.,0.000,0.181,11.700,14.373,.,.,.,.,37.4,2.67,279.51,23.27,380,729,0.708,.,.,.,.,.,.,.,
2010-0329,Toolik Main,05-Aug-2010,1,1.01,1.11,0.19,0.327,.,0.000,0.128,11.100,13.740,.,.,.,.,37.0,2.64,293.74,24.46,382,730,0.708,.,.,.,.,.,.,.,
